"Coupon Id","Name","Invoice Name","Discount Type","Discount Percentage","Discount Amount","Discount Quantity","Duration Type","Duration Month","Period","Period Unit","Max Redemptions","Valid From","Valid Till","Redemptions","Status","Archived At","Created At","Currency","Apply On","Plan Constraint","Addon Constraint"
"advance_payment_annual_discount_70755_1679989433","Advance payment annual discount 70755_1679989433","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","28-Mar-2023 07:43","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70755_1679991238","Advance payment annual discount 70755_1679991238","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Mar-2023 08:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70820_1717716453","Advance payment annual discount 70820_1717716453","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-Jun-2024 23:27","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70857_1680189706","Advance payment annual discount 70857_1680189706","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","25-Feb-2025 09:34","30-Mar-2023 15:21","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_70857_1740501938","Advance payment annual discount 70857_1740501938","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","25-Feb-2025 16:45","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72038_1686644463","Advance payment annual discount 72038_1686644463","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","13-Jun-2023 08:21","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72074_1759488888","Advance payment annual discount 72074_1759488888","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","09-Oct-2025 14:26","03-Oct-2025 10:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72239_1743079551","Advance payment annual discount 72239_1743079551","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Mar-2025 12:45","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72313_1711643128","Advance payment annual discount 72313_1711643128","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Mar-2024 16:25","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72313_1729600153","Advance payment annual discount 72313_1729600153","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Oct-2024 12:29","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72313_1729600933","Advance payment annual discount 72313_1729600934","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Oct-2024 12:42","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_72868_1697030260","Advance payment annual discount 72868_1697030260","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Oct-2023 13:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_73025_1690551893","Advance payment annual discount 73025_1690551893","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Jul-2023 13:44","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_73025_1756314581","Advance payment annual discount 73025_1756314581","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Aug-2025 17:09","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_73025_1756375436","Advance payment annual discount 73025_1756375436","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Aug-2025 10:03","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_73552_1697630860","Advance payment annual discount 73552_1697630860","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","18-Oct-2023 12:07","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_74036_1693987561","Advance payment annual discount 74036_1693987561","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-Sep-2023 08:06","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_75100_1698303406","Advance payment annual discount 75100_1698303406","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","26-Oct-2023 06:57","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_77296_1773077189","Advance payment annual discount 77296_1773077189","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","09-Mar-2026 17:26","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_7776_1657024851","Advance payment annual discount 7776_1657024851","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","05-Jul-2022 12:40","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_77967_1721807478","Advance payment annual discount 77967_1721807478","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","01-Jul-2025 00:10","24-Jul-2024 07:51","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_77967_1751894932","Advance payment annual discount 77967_1751894932","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","07-Jul-2025 13:28","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_77967_1751895076","Advance payment annual discount 77967_1751895076","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-Jul-2025 13:31","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78056_1711548827","Advance payment annual discount 78056_1711548827","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Mar-2024 14:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78250_1722522191","Advance payment annual discount 78250_1722522191","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","01-Aug-2024 14:23","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78405_1716562790","Advance payment annual discount 78405_1716562790","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","24-May-2024 14:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78567_1733322933","Advance payment annual discount 78567_1733322933","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","04-Dec-2024 14:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78682_1718258202","Advance payment annual discount 78682_1718258202","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","13-Jun-2024 05:56","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78729_1728044064","Advance payment annual discount 78729_1728044064","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","04-Oct-2024 12:14","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78760_1736255444","Advance payment annual discount 78760_1736255444","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-Jan-2025 13:10","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78772_1746615126","Advance payment annual discount 78772_1746615126","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-May-2025 10:52","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78784_1727709457","Advance payment annual discount 78784_1727709457","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Sep-2024 15:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78847_1720707695","Advance payment annual discount 78847_1720707695","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Jul-2024 14:21","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78960_1728043600","Advance payment annual discount 78960_1728043600","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","04-Oct-2024 12:06","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78960_1730115465","Advance payment annual discount 78960_1730115465","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","28-Oct-2024 11:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78960_1730122924","Advance payment annual discount 78960_1730122924","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","01-Jul-2025 09:44","28-Oct-2024 13:42","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_78960_1755672548","Advance payment annual discount 78960_1755672548","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","20-Aug-2025 06:49","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79030_1721061726","Advance payment annual discount 79030_1721061726","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","15-Jul-2024 16:42","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79104_1727170663","Advance payment annual discount 79104_1727170663","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","27-Jun-2025 03:01","24-Sep-2024 09:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79104_1751267734","Advance payment annual discount 79104_1751267734","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Jun-2025 07:15","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79442_1739446828","Advance payment annual discount 79442_1739446828","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","13-Feb-2025 11:40","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_7946_1765210249","Advance payment annual discount 7946_1765210249","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","08-Dec-2025 16:11","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79464_1741604359","Advance payment annual discount 79464_1741604359","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","17-Feb-2026 03:14","10-Mar-2025 10:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79464_1772798583","Advance payment annual discount 79464_1772798583","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-Mar-2026 12:03","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79465_1737137692","Advance payment annual discount 79465_1737137692","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","17-Jan-2025 18:14","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79465_1765210361","Advance payment annual discount 79465_1765210361","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","08-Dec-2025 16:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79553_1741270576","Advance payment annual discount 79553_1741270576","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","25-Oct-2025 08:41","06-Mar-2025 14:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79553_1766049581","Advance payment annual discount 79553_1766049581","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","18-Dec-2025 09:19","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79739_1737559027","Advance payment annual discount 79739_1737559027","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Jan-2025 15:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_79739_1764159179","Advance payment annual discount 79739_1764159179","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","26-Nov-2025 12:13","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_80275_1738596302","Advance payment annual discount 80275_1738596302","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Feb-2025 15:25","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_80656_1733493338","Advance payment annual discount 80656_1733493338","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","06-Dec-2024 13:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_80728_1737043486","Advance payment annual discount 80728_1737043486","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","16-Jan-2025 16:04","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_80995_1736243472","Advance payment annual discount 80995_1736243472","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","04-Nov-2025 15:38","07-Jan-2025 09:51","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81311_1737529954","Advance payment annual discount 81311_1737529954","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Jan-2025 07:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81311_1757953386","Advance payment annual discount 81311_1757953386","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","03-Nov-2025 12:29","15-Sep-2025 16:24","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81311_1762968567","Advance payment annual discount 81311_1762968567","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","18-Jan-2026 03:12","12-Nov-2025 17:29","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81395_1735310987","Advance payment annual discount 81395_1735310987","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","05-Oct-2025 15:49","27-Dec-2024 14:49","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81444_1737567817","Advance payment annual discount 81444_1737567817","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","22-Jan-2025 17:43","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81564_1740486592","Advance payment annual discount 81564_1740486592","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","25-Feb-2025 12:29","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8165_1629451427","Advance payment annual discount 8165_1629451427","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","14-Jun-2024 15:02","20-Aug-2021 09:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81879_1739947419","Advance payment annual discount 81879_1739947419","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","27-Jan-2026 07:44","19-Feb-2025 06:43","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81945_1739280771","Advance payment annual discount 81945_1739280771","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","11-Feb-2025 13:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_81952_1742545998","Advance payment annual discount 81952_1742545998","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Mar-2025 08:33","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82193_1740061034","Advance payment annual discount 82193_1740061034","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","28-Sep-2025 15:17","20-Feb-2025 14:17","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82193_1760959883","Advance payment annual discount 82193_1760959883","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","20-Oct-2025 11:31","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82322_1744102480","Advance payment annual discount 82322_1744102480","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","08-Apr-2025 08:54","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82599_1743492231","Advance payment annual discount 82599_1743492231","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","01-Apr-2025 07:23","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82599_1747755100","Advance payment annual discount 82599_1747755100","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","23-May-2025 12:33","20-May-2025 15:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82599_1748003973","Advance payment annual discount 82599_1748003973","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","23-May-2025 12:39","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82614_1743617260","Advance payment annual discount 82614_1743617260","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","02-Apr-2025 18:07","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612283043","Advance payment annual discount 8286_1612283043","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:24","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612283171","Advance payment annual discount 8286_1612283171","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:26","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612283542","Advance payment annual discount 8286_1612283542","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:32","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612283959","Advance payment annual discount 8286_1612283959","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:39","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612284220","Advance payment annual discount 8286_1612284220","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:43","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612284279","Advance payment annual discount 8286_1612284279","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:44","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612284676","Advance payment annual discount 8286_1612284676","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:51","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612284732","Advance payment annual discount 8286_1612284732","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:52","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612284954","Advance payment annual discount 8286_1612284954","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612285190","Advance payment annual discount 8286_1612285190","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 16:59","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612286084","Advance payment annual discount 8286_1612286084","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 17:14","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1612286204","Advance payment annual discount 8286_1612286204","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","02-Feb-2021 17:16","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8286_1614356269","Advance payment annual discount 8286_1614356269","","Percentage","17.0","","","Forever","","","","1","","","1","Active","","26-Feb-2021 16:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_82906_1747728234","Advance payment annual discount 82906_1747728234","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","20-May-2025 08:03","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83238_1747072132","Advance payment annual discount 83238_1747072132","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","12-May-2025 17:48","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83331_1752650125","Advance payment annual discount 83331_1752650125","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","16-Jul-2025 07:15","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83361_1764690604","Advance payment annual discount 83361_1764690604","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","02-Dec-2025 15:50","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83434_1748008523","Advance payment annual discount 83434_1748008523","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","23-May-2025 13:55","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83678_1752850053","Advance payment annual discount 83678_1752850053","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","18-Jul-2025 14:48","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83874_1760462208","Advance payment annual discount 83874_1760462208","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","14-Oct-2025 17:18","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_83948_1751277134","Advance payment annual discount 83948_1751277134","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Jun-2025 09:52","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_84019_1753945538","Advance payment annual discount 84019_1753945538","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","31-Jul-2025 07:05","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_84040_1756883531","Advance payment annual discount 84040_1756883531","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Sep-2025 07:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_84237_1757663589","Advance payment annual discount 84237_1757663589","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","12-Sep-2025 07:53","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_84310_1753969135","Advance payment annual discount 84310_1753969135","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","31-Jul-2025 13:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_84710_1765211736","Advance payment annual discount 84710_1765211736","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","08-Dec-2025 16:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85244_1759211069","Advance payment annual discount 85244_1759211069","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","30-Sep-2025 05:44","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85274_1760623351","Advance payment annual discount 85274_1760623351","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","16-Oct-2025 14:10","16-Oct-2025 14:02","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85274_1761063154","Advance payment annual discount 85274_1761063154","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Oct-2025 16:12","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85349_1764254295","Advance payment annual discount 85349_1764254295","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","27-Nov-2025 14:38","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85506_1762520317","Advance payment annual discount 85506_1762520317","","Percentage","17.0","","","Forever","","","","1","","","0","Active","","07-Nov-2025 12:58","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85506_1762520437","Advance payment annual discount 85506_1762520437","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","07-Nov-2025 13:00","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_85746_1762788914","Advance payment annual discount 85746_1762788914","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","10-Nov-2025 15:35","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_86289_1772702492","Advance payment annual discount 86289_1772702492","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","05-Mar-2026 09:21","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_8733_1684311648","Advance payment annual discount 8733_1684311648","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","17-Mar-2025 08:07","17-May-2023 08:20","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_9065_1737461474","Advance payment annual discount 9065_1737461474","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","21-Jan-2025 12:11","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_9065_17563","Advance payment annual discount 9065_1756391604","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","28-Aug-2025 14:34","","Invoice amount","Not Applicable","Not Applicable"
"advance_payment_annual_discount_9836_1659963932","Advance payment annual discount 9836_1659963932","","Percentage","17.0","","","Forever","","","","1","","","1","Archived","27-Sep-2024 11:10","08-Aug-2022 13:05","","Invoice amount","Not Applicable","Not Applicable"
"Advance-payment-annual-discount-69965_1764244775","Advance payment annual discount 69965_1764244775","","Percentage","17.0","","","Forever","","","","1","","28-Nov-2025 00:00","1","Expired","","27-Nov-2025 11:59","","Invoice amount","Not Applicable","Not Applicable"
"ADVANCEANNUALDISCOUNT70804_1688389810(17%OFF)","Advance annual discount 70804_1688389810(17% off)","","Percentage","17.0","","","Forever","","","","1","","","1","Expired","","03-Jul-2023 13:11","","Invoice amount","Not Applicable","Not Applicable"
"ADVANCEPAYMENTANNUALDISCOUNT30171_1639581724","Advance payment annual discount 30171_1639581724","17% off prepaid","Percentage","17.0","","","Forever","","","","1","","16-Dec-2021 15:22","1","Expired","","15-Dec-2021 15:23","","Invoice amount","Not Applicable","Not Applicable"
"ADVANCEPAYMENTANNUALDISCOUNT58585","Advance payment annual discount 58585","","Percentage","17.0","","","Forever","","","","1","","27-Oct-2021 12:20","1","Expired","","26-Oct-2021 12:20","","Invoice amount","Not Applicable","Not Applicable"
"ADVANCEPAYMENTANNUALDISCOUNT67449_1753689715","Advance payment annual discount 67449_1753689715","","Percentage","17.0","","","Forever","","","","1","","29-Jul-2025 00:00","1","Expired","","28-Jul-2025 08:02","","Invoice amount","Not Applicable","Not Applicable"
"ALGORITHM","Algorithm","Algorithm","Percentage","30.0","","","Limited Period","6","","","1","","","1","Active","","13-Sep-2019 14:41","","Invoice amount","Not Applicable","Not Applicable"
"ALGORITHM6m","Algorithm6m2020","","Percentage","30.0","","","Limited Period","6","","","1","","","1","Active","","17-Jan-2020 18:06","","Invoice amount","Not Applicable","Not Applicable"
"ALTINBAS","altinbas","","Fixed Amount","","40.00","","One Time","","","","1","","31-Dec-2022 12:25","1","Expired","","20-Oct-2022 12:25","EUR","Invoice amount","Not Applicable","Not Applicable"
"AMACDIZAYN","amacdizayn","","Percentage","50.0","","","Forever","","","","","","01-Sep-2023 09:00","1","Active","","02-Apr-2018 14:54","","Invoice amount","Not Applicable","Not Applicable"
"AMZN","Amzn","Amzn","Percentage","9.1","","","Forever","","","","1","","","1","Active","","31-Jan-2017 14:26","","Invoice amount","Not Applicable","Not Applicable"
"anicca10","anicca10","","Percentage","10.0","","","Forever","","","","","","","0","Active","","19-Jan-2017 17:26","","Invoice amount","Not Applicable","Not Applicable"
"annual_discount_1t_starcom","Annual discount 1t Starcom","","Percentage","17.0","","","One Time","","","","1","","03-Jun-2024 00:00","1","Expired","","29-May-2024 11:23","","Invoice amount","Not Applicable","Not Applicable"
"ANNUAL_NOT_APPLIED","annual__not_applied","","Percentage","100.0","","","Limited Period","2","2","Month","1","","","1","Expired","","07-Mar-2023 10:36","","Invoice amount","Not Applicable","Not Applicable"
"ANNUALDISCOUNTFORPREPAID","Annual discount for prepaid","","Percentage","17.0","","","Forever","","","","","","","50","Active","","06-Nov-2020 10:16","","Invoice amount","Not Applicable","Not Applicable"
"ARKEN-SWDEAL","Arken - SW deal","","Fixed Amount","","225.00","","Forever","","","","1","","","1","Expired","","10-Nov-2021 15:26","EUR","Invoice amount","Not Applicable","Not Applicable"
"ARRIVACONSUMPTIONADJUSTMENT","Arriva consumption adjustment","","Fixed Amount","","173.08","","One Time","","","","1","","12-Aug-2021 12:24","1","Active","","20-Jul-2021 12:25","GBP","Invoice amount","Not Applicable","Not Applicable"
"ARVO1TIME_181.26","Arvo1time_181.26","","Fixed Amount","","181.26","","One Time","","","","","","31-Dec-2024 00:00","1","Expired","","24-Sep-2024 06:36","EUR","Invoice amount","Not Applicable","Not Applicable"
"ARVO3MON","Arvo3mon","","Percentage","35.72","","","Limited Period","3","3","Month","1","","","1","Expired","","05-Aug-2024 10:07","","Invoice amount","Not Applicable","Not Applicable"
"AVANSASPREPAID","AvansasPrepaid","","Fixed Amount","","330.00","","Limited Period","3","3","Month","1","","17-Sep-2021 13:30","1","Active","","08-Jul-2021 15:43","EUR","Invoice amount","Not Applicable","Not Applicable"
"BANG3M","Bang 3m","","Fixed Amount","","59.00","","Limited Period","3","3","Month","1","","","1","Active","","23-Aug-2021 14:19","EUR","Invoice amount","Not Applicable","Not Applicable"
"BERIAN50","berian50","","Fixed Amount","","50.00","","Forever","","","","","","31-Dec-2026 00:00","3","Active","","09-Feb-2024 16:32","EUR","Invoice amount","Not Applicable","Not Applicable"
"BIANCHINI","Bianchini","","Fixed Amount","","69.00","","Forever","","","","6","","12-Apr-2018 14:00","1","Active","","12-Oct-2017 14:01","EUR","Invoice amount","Not Applicable","Not Applicable"
